Subject,type,Group,Direction,Bin,Recall
62,READ,JOL B,U,10,100
62,READ,JOL B,U,0,100
62,READ,JOL B,U,20,100
62,READ,JOL B,U,60,100
62,READ,JOL B,U,10,100
62,READ,JOL B,U,60,100
62,READ,JOL B,U,20,100
62,READ,JOL B,U,40,100
63,READ,JOL C,F,70,0
63,READ,JOL C,F,90,100
63,READ,JOL C,F,80,0
63,READ,JOL C,F,60,0
63,READ,JOL C,F,80,0
63,READ,JOL C,F,70,0
63,READ,JOL C,F,70,100
63,READ,JOL C,F,70,0
63,READ,JOL C,F,80,0
63,READ,JOL C,F,80,100
63,READ,JOL C,F,70,0
63,READ,JOL C,F,80,0
63,READ,JOL C,F,80,0
63,READ,JOL C,F,90,100
63,READ,JOL C,F,60,0
63,READ,JOL C,F,80,100
63,READ,JOL C,F,70,100
63,READ,JOL C,F,70,0
63,READ,JOL C,F,80,0
63,READ,JOL C,F,70,0
63,READ,JOL C,B,80,100
63,READ,JOL C,B,90,100
63,READ,JOL C,B,70,100
63,READ,JOL C,B,70,100
63,READ,JOL C,B,80,100
63,READ,JOL C,B,80,100
63,READ,JOL C,B,70,0
63,READ,JOL C,B,80,100
63,READ,JOL C,B,90,100
63,READ,JOL C,B,80,100
63,READ,JOL C,B,80,100
63,READ,JOL C,B,90,100
63,READ,JOL C,B,70,100
63,READ,JOL C,B,70,0
63,READ,JOL C,B,60,100
63,READ,JOL C,B,90,100
63,READ,JOL C,B,80,0
63,READ,JOL C,B,80,0
63,READ,JOL C,B,70,100
63,READ,JOL C,B,80,100
63,READ,JOL C,S,60,0
63,READ,JOL C,S,90,0
63,READ,JOL C,S,90,100
63,READ,JOL C,S,70,100
63,READ,JOL C,S,60,0
63,READ,JOL C,S,80,0
63,READ,JOL C,S,90,100
63,READ,JOL C,S,90,100
63,READ,JOL C,S,80,0
63,READ,JOL C,S,90,100
63,READ,JOL C,S,80,100
63,READ,JOL C,S,80,0
63,READ,JOL C,S,90,100
63,READ,JOL C,S,90,100
63,READ,JOL C,S,70,100
63,READ,JOL C,S,70,100
63,READ,JOL C,S,90,100
63,READ,JOL C,S,90,0
63,READ,JOL C,S,90,100
63,READ,JOL C,S,90,100
63,READ,JOL C,U,70,0
63,READ,JOL C,U,50,0
63,READ,JOL C,U,70,0
63,READ,JOL C,U,70,0
63,READ,JOL C,U,70,100
63,READ,JOL C,U,70,0
63,READ,JOL C,U,40,0
63,READ,JOL C,U,60,0
63,READ,JOL C,U,30,100
63,READ,JOL C,U,80,100
63,READ,JOL C,U,80,100
63,READ,JOL C,U,80,0
63,READ,JOL C,U,70,0
63,READ,JOL C,U,60,100
63,READ,JOL C,U,40,0
63,READ,JOL C,U,20,0
63,READ,JOL C,U,40,0
63,READ,JOL C,U,70,0
63,READ,JOL C,U,50,0
63,READ,JOL C,U,80,100
64,READ,JOL D,B,60,0
64,READ,JOL D,B,30,0
64,READ,JOL D,B,20,100
64,READ,JOL D,B,50,100
64,READ,JOL D,B,50,100
64,READ,JOL D,B,10,0
64,READ,JOL D,B,80,0
64,READ,JOL D,B,60,100
64,READ,JOL D,B,90,100
64,READ,JOL D,B,60,0
64,READ,JOL D,B,60,0
64,READ,JOL D,B,90,0
64,READ,JOL D,B,50,100
64,READ,JOL D,B,50,0
64,READ,JOL D,B,50,0
64,READ,JOL D,B,70,100
64,READ,JOL D,B,70,0
64,READ,JOL D,B,30,100
64,READ,JOL D,B,60,100
64,READ,JOL D,B,30,100
64,READ,JOL D,F,70,100
64,READ,JOL D,F,90,100
64,READ,JOL D,F,60,100
64,READ,JOL D,F,50,100
64,READ,JOL D,F,80,100
64,READ,JOL D,F,10,0
64,READ,JOL D,F,70,100
64,READ,JOL D,F,50,100
64,READ,JOL D,F,90,100
64,READ,JOL D,F,70,0
64,READ,JOL D,F,30,100
64,READ,JOL D,F,40,100
64,READ,JOL D,F,90,100
64,READ,JOL D,F,90,100
64,READ,JOL D,F,50,100
64,READ,JOL D,F,70,100
64,READ,JOL D,F,80,100
64,READ,JOL D,F,30,100
64,READ,JOL D,F,80,100
64,READ,JOL D,F,30,100
64,READ,JOL D,S,80,100
64,READ,JOL D,S,50,100
64,READ,JOL D,S,60,100
64,READ,JOL D,S,70,100
64,READ,JOL D,S,80,100
64,READ,JOL D,S,20,100
64,READ,JOL D,S,70,100
64,READ,JOL D,S,10,100
64,READ,JOL D,S,80,100
64,READ,JOL D,S,70,100
64,READ,JOL D,S,80,100
64,READ,JOL D,S,40,100
64,READ,JOL D,S,30,100
64,READ,JOL D,S,30,0
64,READ,JOL D,S,40,100
64,READ,JOL D,S,40,100
64,READ,JOL D,S,50,100
64,READ,JOL D,S,10,0
64,READ,JOL D,S,70,100
64,READ,JOL D,S,80,100
64,READ,JOL D,U,30,0
64,READ,JOL D,U,20,100
64,READ,JOL D,U,10,100
64,READ,JOL D,U,0,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,30,0
64,READ,JOL D,U,10,0
64,READ,JOL D,U,10,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,10,0
64,READ,JOL D,U,20,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,0,0
64,READ,JOL D,U,30,100
64,READ,JOL D,U,0,0
64,READ,JOL D,U,70,0
64,READ,JOL D,U,10,100
64,READ,JOL D,U,0,0
73,READ,JOL A,F,20,0
73,READ,JOL A,F,100,100
73,READ,JOL A,F,90,0
73,READ,JOL A,F,20,0
73,READ,JOL A,F,40,0
73,READ,JOL A,F,10,0
73,READ,JOL A,F,100,0
73,READ,JOL A,F,100,100
73,READ,JOL A,F,90,100
73,READ,JOL A,F,100,100
73,READ,JOL A,F,100,100
73,READ,JOL A,F,100,100
73,READ,JOL A,F,100,100
73,READ,JOL A,F,10,0
73,READ,JOL A,F,90,100
73,READ,JOL A,F,100,0
73,READ,JOL A,F,10,0
73,READ,JOL A,F,100,100
73,READ,JOL A,F,10,0
73,READ,JOL A,F,100,100
73,READ,JOL A,B,70,100
73,READ,JOL A,B,100,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,50,0
73,READ,JOL A,B,90,100
73,READ,JOL A,B,100,0
73,READ,JOL A,B,20,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,10,0
73,READ,JOL A,B,90,100
73,READ,JOL A,B,90,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,20,0
73,READ,JOL A,B,40,0
73,READ,JOL A,B,30,0
73,READ,JOL A,B,100,0
73,READ,JOL A,B,50,0
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,0
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,0
73,READ,JOL A,S,30,0
73,READ,JOL A,S,70,0
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,0
73,READ,JOL A,S,90,100
73,READ,JOL A,S,80,0
73,READ,JOL A,S,100,0
73,READ,JOL A,S,100,100
73,READ,JOL A,S,90,0
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,100
73,READ,JOL A,S,100,0
73,READ,JOL A,S,90,0
73,READ,JOL A,S,100,100
73,READ,JOL A,U,50,0
73,READ,JOL A,U,20,0
73,READ,JOL A,U,80,0
73,READ,JOL A,U,100,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,30,0
73,READ,JOL A,U,100,100
73,READ,JOL A,U,70,100
73,READ,JOL A,U,100,100
73,READ,JOL A,U,40,0
73,READ,JOL A,U,100,0
73,READ,JOL A,U,100,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,20,0
73,READ,JOL A,U,50,0
73,READ,JOL A,U,100,100
73,READ,JOL A,U,90,0
74,READ,JOL B,F,70,0
74,READ,JOL B,F,10,100
74,READ,JOL B,F,60,100
74,READ,JOL B,F,40,100
74,READ,JOL B,F,100,0
74,READ,JOL B,F,0,0
74,READ,JOL B,F,50,100
74,READ,JOL B,F,30,100
74,READ,JOL B,F,100,100
74,READ,JOL B,F,100,0
74,READ,JOL B,F,50,0
74,READ,JOL B,F,20,100
74,READ,JOL B,F,0,100
74,READ,JOL B,F,50,100
74,READ,JOL B,F,70,100
74,READ,JOL B,F,100,100
74,READ,JOL B,F,40,0
74,READ,JOL B,F,90,0
74,READ,JOL B,F,100,100
74,READ,JOL B,F,100,100
74,READ,JOL B,B,20,0
74,READ,JOL B,B,10,0
74,READ,JOL B,B,100,0
74,READ,JOL B,B,20,0
74,READ,JOL B,B,90,100
74,READ,JOL B,B,0,100
74,READ,JOL B,B,90,100
74,READ,JOL B,B,100,0
74,READ,JOL B,B,20,100
74,READ,JOL B,B,20,0
74,READ,JOL B,B,50,0
74,READ,JOL B,B,100,100
74,READ,JOL B,B,100,100
74,READ,JOL B,B,20,100
74,READ,JOL B,B,10,0
74,READ,JOL B,B,100,0
74,READ,JOL B,B,100,0
74,READ,JOL B,B,90,0
74,READ,JOL B,B,100,100
74,READ,JOL B,B,90,100
74,READ,JOL B,S,100,0
74,READ,JOL B,S,100,100
74,READ,JOL B,S,100,100
74,READ,JOL B,S,90,100
74,READ,JOL B,S,100,100
74,READ,JOL B,S,0,0
74,READ,JOL B,S,100,0
74,READ,JOL B,S,100,100
74,READ,JOL B,S,60,100
74,READ,JOL B,S,100,100
74,READ,JOL B,S,90,0
74,READ,JOL B,S,70,100
74,READ,JOL B,S,100,100
74,READ,JOL B,S,100,100
74,READ,JOL B,S,20,0
74,READ,JOL B,S,100,100
74,READ,JOL B,S,100,0
74,READ,JOL B,S,0,0
74,READ,JOL B,S,10,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,20,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,10,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,60,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,0,0
74,READ,JOL B,U,90,0
74,READ,JOL B,U,10,0
74,READ,JOL B,U,10,100
74,READ,JOL B,U,0,100
74,READ,JOL B,U,0,0
75,READ,JOL C,F,70,100
75,READ,JOL C,F,80,100
75,READ,JOL C,F,70,100
75,READ,JOL C,F,40,100
75,READ,JOL C,F,60,100
75,READ,JOL C,F,40,100
75,READ,JOL C,F,60,100
75,READ,JOL C,F,50,100
75,READ,JOL C,F,60,100
75,READ,JOL C,F,80,100
75,READ,JOL C,F,30,100
75,READ,JOL C,F,80,100
75,READ,JOL C,F,70,0
75,READ,JOL C,F,40,100
75,READ,JOL C,F,60,100
75,READ,JOL C,F,70,100
75,READ,JOL C,F,40,100
75,READ,JOL C,F,80,100
75,READ,JOL C,F,70,100
75,READ,JOL C,F,70,0
75,READ,JOL C,B,60,100
75,READ,JOL C,B,70,100
75,READ,JOL C,B,50,100
75,READ,JOL C,B,60,100
75,READ,JOL C,B,70,100
75,READ,JOL C,B,70,100
75,READ,JOL C,B,30,100
75,READ,JOL C,B,50,100
75,READ,JOL C,B,70,0
75,READ,JOL C,B,60,100
75,READ,JOL C,B,40,100
75,READ,JOL C,B,60,100
75,READ,JOL C,B,60,100
75,READ,JOL C,B,80,100
75,READ,JOL C,B,50,100
75,READ,JOL C,B,60,100
75,READ,JOL C,B,50,100
75,READ,JOL C,B,40,100
75,READ,JOL C,B,70,100
75,READ,JOL C,B,80,100
75,READ,JOL C,S,70,100
75,READ,JOL C,S,70,100
75,READ,JOL C,S,60,100
75,READ,JOL C,S,50,100
75,READ,JOL C,S,80,100
75,READ,JOL C,S,70,0
75,READ,JOL C,S,70,0
75,READ,JOL C,S,60,100
75,READ,JOL C,S,70,100
75,READ,JOL C,S,60,0
75,READ,JOL C,S,80,100
75,READ,JOL C,S,60,100
75,READ,JOL C,S,80,100
75,READ,JOL C,S,60,0
75,READ,JOL C,S,70,100
75,READ,JOL C,S,40,100
75,READ,JOL C,S,80,0
75,READ,JOL C,S,60,100
75,READ,JOL C,S,80,100
75,READ,JOL C,S,80,100
75,READ,JOL C,U,20,0
75,READ,JOL C,U,20,0
75,READ,JOL C,U,30,0
75,READ,JOL C,U,50,100
75,READ,JOL C,U,40,100
75,READ,JOL C,U,30,0
75,READ,JOL C,U,40,0
75,READ,JOL C,U,30,0
75,READ,JOL C,U,20,0
75,READ,JOL C,U,70,0
75,READ,JOL C,U,40,0
75,READ,JOL C,U,60,100
75,READ,JOL C,U,10,0
75,READ,JOL C,U,20,0
75,READ,JOL C,U,20,100
75,READ,JOL C,U,50,0
75,READ,JOL C,U,40,0
75,READ,JOL C,U,40,0
75,READ,JOL C,U,40,0
75,READ,JOL C,U,30,0
76,READ,JOL D,B,20,0
76,READ,JOL D,B,0,0
76,READ,JOL D,B,0,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,80,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,20,100
76,READ,JOL D,B,40,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,90,0
76,READ,JOL D,B,70,0
76,READ,JOL D,B,40,0
76,READ,JOL D,B,90,0
76,READ,JOL D,B,90,100
76,READ,JOL D,B,90,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,10,0
76,READ,JOL D,B,90,100
76,READ,JOL D,B,100,100
76,READ,JOL D,F,90,0
76,READ,JOL D,F,90,100
76,READ,JOL D,F,80,100
76,READ,JOL D,F,90,100
76,READ,JOL D,F,0,0
76,READ,JOL D,F,0,0
76,READ,JOL D,F,10,0
76,READ,JOL D,F,40,0
76,READ,JOL D,F,80,100
76,READ,JOL D,F,90,0
76,READ,JOL D,F,80,100
76,READ,JOL D,F,90,100
76,READ,JOL D,F,90,0
76,READ,JOL D,F,10,100
76,READ,JOL D,F,0,0
76,READ,JOL D,F,90,100
76,READ,JOL D,F,80,0
76,READ,JOL D,F,0,100
76,READ,JOL D,F,30,100
76,READ,JOL D,S,90,100
76,READ,JOL D,S,90,0
76,READ,JOL D,S,10,0
76,READ,JOL D,S,20,0
76,READ,JOL D,S,50,100
76,READ,JOL D,S,90,100
76,READ,JOL D,S,10,0
76,READ,JOL D,S,100,100
76,READ,JOL D,S,100,100
76,READ,JOL D,S,100,100
76,READ,JOL D,S,90,0
76,READ,JOL D,S,100,0
76,READ,JOL D,S,90,0
76,READ,JOL D,S,20,0
76,READ,JOL D,S,70,100
76,READ,JOL D,S,90,0
76,READ,JOL D,S,90,100
76,READ,JOL D,S,10,0
76,READ,JOL D,S,10,0
76,READ,JOL D,U,0,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,30,0
76,READ,JOL D,U,60,0
76,READ,JOL D,U,20,0
76,READ,JOL D,U,20,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,90,0
76,READ,JOL D,U,0,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,20,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,10,0
76,READ,JOL D,U,60,0
76,READ,JOL D,U,30,0
76,READ,JOL D,U,20,0
76,READ,JOL D,U,30,0
76,READ,JOL D,U,30,0
85,READ,JOL A,F,80,100
85,READ,JOL A,F,90,100
85,READ,JOL A,F,90,100
85,READ,JOL A,F,80,0
85,READ,JOL A,F,80,0
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,100
85,READ,JOL A,F,80,0
85,READ,JOL A,F,90,100
85,READ,JOL A,F,70,100
85,READ,JOL A,F,90,0
85,READ,JOL A,F,80,100
85,READ,JOL A,F,90,100
85,READ,JOL A,F,90,100
85,READ,JOL A,F,80,100
85,READ,JOL A,B,70,0
85,READ,JOL A,B,90,0
85,READ,JOL A,B,90,100
85,READ,JOL A,B,80,0
85,READ,JOL A,B,90,0
85,READ,JOL A,B,80,100
85,READ,JOL A,B,80,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,90,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,60,100
85,READ,JOL A,B,80,0
85,READ,JOL A,B,90,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,90,100
85,READ,JOL A,B,90,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,80,0
85,READ,JOL A,B,90,100
85,READ,JOL A,S,90,100
85,READ,JOL A,S,90,0
85,READ,JOL A,S,90,0
85,READ,JOL A,S,80,0
85,READ,JOL A,S,90,100
85,READ,JOL A,S,80,0
85,READ,JOL A,S,80,100
85,READ,JOL A,S,90,0
85,READ,JOL A,S,80,100
85,READ,JOL A,S,80,0
85,READ,JOL A,S,100,100
85,READ,JOL A,S,90,100
85,READ,JOL A,S,80,100
85,READ,JOL A,S,80,100
85,READ,JOL A,S,90,100
85,READ,JOL A,S,90,0
85,READ,JOL A,S,90,100
85,READ,JOL A,S,100,100
85,READ,JOL A,S,80,100
85,READ,JOL A,S,90,100
85,READ,JOL A,U,50,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,70,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,60,0
85,READ,JOL A,U,60,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,60,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,70,0
85,READ,JOL A,U,60,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,70,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,50,0
85,READ,JOL A,U,90,0
85,READ,JOL A,U,70,100
86,READ,JOL B,F,80,0
86,READ,JOL B,F,10,100
86,READ,JOL B,F,40,100
86,READ,JOL B,F,60,100
86,READ,JOL B,F,20,100
86,READ,JOL B,F,20,0
86,READ,JOL B,F,60,100
86,READ,JOL B,F,10,100
86,READ,JOL B,F,100,100
86,READ,JOL B,F,50,100
86,READ,JOL B,F,80,0
86,READ,JOL B,F,70,100
86,READ,JOL B,F,50,100
86,READ,JOL B,F,40,100
86,READ,JOL B,F,10,0
86,READ,JOL B,F,40,0
86,READ,JOL B,F,30,0
86,READ,JOL B,F,20,100
86,READ,JOL B,F,30,100
86,READ,JOL B,F,30,100
86,READ,JOL B,B,50,100
86,READ,JOL B,B,60,0
86,READ,JOL B,B,20,0
86,READ,JOL B,B,30,100
86,READ,JOL B,B,90,0
86,READ,JOL B,B,20,100
86,READ,JOL B,B,10,0
86,READ,JOL B,B,60,0
86,READ,JOL B,B,40,100
86,READ,JOL B,B,50,0
86,READ,JOL B,B,70,0
86,READ,JOL B,B,50,0
86,READ,JOL B,B,40,100
86,READ,JOL B,B,70,100
86,READ,JOL B,B,40,100
86,READ,JOL B,B,30,0
86,READ,JOL B,B,90,100
86,READ,JOL B,B,40,100
86,READ,JOL B,B,50,0
86,READ,JOL B,B,30,100
86,READ,JOL B,S,80,100
86,READ,JOL B,S,50,100
86,READ,JOL B,S,50,100
86,READ,JOL B,S,70,100
86,READ,JOL B,S,40,100
86,READ,JOL B,S,30,100
86,READ,JOL B,S,70,100
86,READ,JOL B,S,80,0
86,READ,JOL B,S,70,0
86,READ,JOL B,S,10,100
86,READ,JOL B,S,60,0
86,READ,JOL B,S,70,0
86,READ,JOL B,S,90,0
86,READ,JOL B,S,60,100
86,READ,JOL B,S,70,100
86,READ,JOL B,S,60,100
86,READ,JOL B,S,90,100
86,READ,JOL B,S,40,100
86,READ,JOL B,S,20,0
86,READ,JOL B,S,50,100
86,READ,JOL B,U,20,100
86,READ,JOL B,U,30,100
86,READ,JOL B,U,50,0
86,READ,JOL B,U,20,100
86,READ,JOL B,U,40,0
86,READ,JOL B,U,10,0
86,READ,JOL B,U,10,0
86,READ,JOL B,U,40,100
86,READ,JOL B,U,10,0
86,READ,JOL B,U,10,100
86,READ,JOL B,U,20,0
86,READ,JOL B,U,40,0
86,READ,JOL B,U,20,0
86,READ,JOL B,U,30,100
86,READ,JOL B,U,20,0
86,READ,JOL B,U,20,100
86,READ,JOL B,U,30,100
86,READ,JOL B,U,20,100
86,READ,JOL B,U,10,100
86,READ,JOL B,U,10,0
87,READ,JOL C,F,80,0
87,READ,JOL C,F,90,0
87,READ,JOL C,F,70,0
87,READ,JOL C,F,0,0
87,READ,JOL C,F,70,0
87,READ,JOL C,F,40,0
87,READ,JOL C,F,60,0
87,READ,JOL C,F,80,100
87,READ,JOL C,F,70,0
87,READ,JOL C,F,80,0
87,READ,JOL C,F,10,0
87,READ,JOL C,F,100,100
87,READ,JOL C,F,70,0
87,READ,JOL C,F,0,0
87,READ,JOL C,F,50,100
87,READ,JOL C,F,100,0
87,READ,JOL C,F,60,100
87,READ,JOL C,F,100,100
87,READ,JOL C,F,70,0
87,READ,JOL C,F,90,100
87,READ,JOL C,B,60,0
87,READ,JOL C,B,90,100
87,READ,JOL C,B,80,100
87,READ,JOL C,B,0,0
87,READ,JOL C,B,90,100
87,READ,JOL C,B,70,0
87,READ,JOL C,B,70,0
87,READ,JOL C,B,90,0
87,READ,JOL C,B,90,0
87,READ,JOL C,B,100,100
87,READ,JOL C,B,80,0
87,READ,JOL C,B,100,100
87,READ,JOL C,B,90,100
87,READ,JOL C,B,100,100
87,READ,JOL C,B,30,100
87,READ,JOL C,B,100,0
87,READ,JOL C,B,90,0
87,READ,JOL C,B,80,0
87,READ,JOL C,B,100,100
87,READ,JOL C,B,70,100
87,READ,JOL C,S,90,100
87,READ,JOL C,S,40,0
87,READ,JOL C,S,50,0
87,READ,JOL C,S,80,0
87,READ,JOL C,S,100,0
87,READ,JOL C,S,70,100
87,READ,JOL C,S,60,0
87,READ,JOL C,S,0,0
87,READ,JOL C,S,70,100
87,READ,JOL C,S,90,100
87,READ,JOL C,S,90,100
87,READ,JOL C,S,90,100
87,READ,JOL C,S,10,100
87,READ,JOL C,S,100,0
87,READ,JOL C,S,80,100
87,READ,JOL C,S,90,100
87,READ,JOL C,S,80,0
87,READ,JOL C,S,90,0
87,READ,JOL C,S,90,100
87,READ,JOL C,S,10,100
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,20,0
87,READ,JOL C,U,10,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,10,0
87,READ,JOL C,U,10,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,40,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,10,0
87,READ,JOL C,U,50,0
87,READ,JOL C,U,20,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
87,READ,JOL C,U,0,0
88,READ,JOL D,B,100,0
88,READ,JOL D,B,80,0
88,READ,JOL D,B,80,100
88,READ,JOL D,B,90,0
88,READ,JOL D,B,100,0
88,READ,JOL D,B,100,0
88,READ,JOL D,B,90,100
88,READ,JOL D,B,90,0
88,READ,JOL D,B,70,0
88,READ,JOL D,B,90,0
88,READ,JOL D,B,10,0
88,READ,JOL D,B,90,0
88,READ,JOL D,B,90,0
88,READ,JOL D,B,100,0
88,READ,JOL D,B,40,0
88,READ,JOL D,B,90,0
88,READ,JOL D,B,90,100
88,READ,JOL D,B,60,0
88,READ,JOL D,B,70,0
88,READ,JOL D,B,90,0
88,READ,JOL D,F,90,0
88,READ,JOL D,F,90,100
88,READ,JOL D,F,70,0
88,READ,JOL D,F,80,100
88,READ,JOL D,F,90,0
88,READ,JOL D,F,100,100
88,READ,JOL D,F,40,100
88,READ,JOL D,F,90,0
88,READ,JOL D,F,80,0
88,READ,JOL D,F,90,0
88,READ,JOL D,F,80,100
88,READ,JOL D,F,60,0
88,READ,JOL D,F,70,0
88,READ,JOL D,F,90,100
88,READ,JOL D,F,90,100
88,READ,JOL D,F,100,100
88,READ,JOL D,F,100,100
88,READ,JOL D,F,70,0
88,READ,JOL D,F,100,100
88,READ,JOL D,F,80,100
88,READ,JOL D,S,80,100
88,READ,JOL D,S,100,0
88,READ,JOL D,S,80,100
88,READ,JOL D,S,100,100
88,READ,JOL D,S,90,100
88,READ,JOL D,S,40,100
88,READ,JOL D,S,100,0
88,READ,JOL D,S,100,0
88,READ,JOL D,S,70,0
88,READ,JOL D,S,90,100
88,READ,JOL D,S,100,100
88,READ,JOL D,S,90,0
88,READ,JOL D,S,100,100
88,READ,JOL D,S,100,0
88,READ,JOL D,S,100,0
88,READ,JOL D,S,70,100
88,READ,JOL D,S,100,0
88,READ,JOL D,S,100,100
88,READ,JOL D,S,90,100
88,READ,JOL D,S,90,100
88,READ,JOL D,U,50,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,60,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,70,0
88,READ,JOL D,U,60,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,60,0
88,READ,JOL D,U,70,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,30,0
88,READ,JOL D,U,70,0
88,READ,JOL D,U,0,0
88,READ,JOL D,U,0,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,50,0
88,READ,JOL D,U,60,0
88,READ,JOL D,U,80,0
88,READ,JOL D,U,40,0
97,READ,JOL A,F,70,0
97,READ,JOL A,F,100,0
97,READ,JOL A,F,80,100
97,READ,JOL A,F,70,100
97,READ,JOL A,F,80,0
97,READ,JOL A,F,90,0
97,READ,JOL A,F,90,0
97,READ,JOL A,F,70,100
97,READ,JOL A,F,80,100
97,READ,JOL A,F,100,100
97,READ,JOL A,F,80,100
97,READ,JOL A,F,100,100
97,READ,JOL A,F,80,0
97,READ,JOL A,F,80,0
97,READ,JOL A,F,90,100
97,READ,JOL A,F,80,0
97,READ,JOL A,F,80,100
97,READ,JOL A,F,100,100
97,READ,JOL A,F,80,100
97,READ,JOL A,B,70,100
97,READ,JOL A,B,90,0
97,READ,JOL A,B,70,0
97,READ,JOL A,B,90,0
97,READ,JOL A,B,90,0
97,READ,JOL A,B,90,100
97,READ,JOL A,B,80,100
97,READ,JOL A,B,80,100
97,READ,JOL A,B,60,100
97,READ,JOL A,B,90,0
97,READ,JOL A,B,90,100
97,READ,JOL A,B,90,0
97,READ,JOL A,B,80,0
97,READ,JOL A,B,90,0
97,READ,JOL A,B,90,0
97,READ,JOL A,B,100,0
97,READ,JOL A,B,100,100
97,READ,JOL A,B,90,0
97,READ,JOL A,B,90,100
97,READ,JOL A,B,100,0
97,READ,JOL A,S,90,0
97,READ,JOL A,S,50,0
97,READ,JOL A,S,80,100
97,READ,JOL A,S,80,100
97,READ,JOL A,S,80,0
97,READ,JOL A,S,60,100
97,READ,JOL A,S,70,100
97,READ,JOL A,S,80,100
97,READ,JOL A,S,90,100
97,READ,JOL A,S,80,0
97,READ,JOL A,S,80,100
97,READ,JOL A,S,90,100
97,READ,JOL A,S,90,100
97,READ,JOL A,S,90,100
97,READ,JOL A,S,60,0
97,READ,JOL A,S,90,100
97,READ,JOL A,S,70,0
97,READ,JOL A,S,90,100
97,READ,JOL A,S,90,100
97,READ,JOL A,S,80,100
97,READ,JOL A,U,50,0
97,READ,JOL A,U,40,0
97,READ,JOL A,U,40,0
97,READ,JOL A,U,60,100
97,READ,JOL A,U,50,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,60,0
97,READ,JOL A,U,50,0
97,READ,JOL A,U,40,0
97,READ,JOL A,U,40,0
97,READ,JOL A,U,50,0
